,name,amount,
1740,CryptoPunk 1580,68,"($246,288)"
1741,CryptoPunk 1580,66,"($239,044)"
1742,CryptoPunk 1580,72,"($260,775)"
1743,CryptoPunk 1580,76.5,"($282,730)"
1744,CryptoPunk 1580,78.5,"($292,673)"
1745,CryptoPunk 1580,70,"($260,014)"
1746,CryptoPunk 1580,70,"($262,018)"
1747,CryptoPunk 1580,80,"($297,713)"
1748,CryptoPunk 1580,85,"($316,841)"
1749,CryptoPunk 1580,0.1,($105)
1750,CryptoPunk 1580,0.1,($114)
1751,CryptoPunk 1580,0.2,($131)
1752,CryptoPunk 4368,52.5,"($194,265)"
1753,CryptoPunk 4368,52.5,"($213,362)"
1754,CryptoPunk 4368,74.99,"($303,634)"
1755,CryptoPunk 4368,79.99,"($309,312)"
1756,CryptoPunk 4368,74.99,"($281,936)"
1757,CryptoPunk 4368,70,"($286,935)"
1758,CryptoPunk 4368,70,"($286,935)"
1759,CryptoPunk 4368,89,"($401,663)"
1760,CryptoPunk 4368,222.22,"($843,125)"
1761,CryptoPunk 4368,108.99,"($372,755)"
1762,CryptoPunk 4368,164.75,"($492,775)"
1763,CryptoPunk 4368,115.99,"($346,932)"
1764,CryptoPunk 4368,108.99,"($304,995)"
1765,CryptoPunk 4368,108.71,"($306,374)"
1766,CryptoPunk 4368,108.71,"($304,141)"
1767,CryptoPunk 4368,115.99,"($324,509)"
1768,CryptoPunk 4368,108.69,"($310,008)"
1769,CryptoPunk 4368,108.69,"($310,008)"
1770,CryptoPunk 4368,108.69,"($311,873)"
1771,CryptoPunk 4368,118,"($341,932)"
1772,CryptoPunk 4368,130,"($398,499)"
1773,CryptoPunk 4368,175,"($559,947)"
1774,CryptoPunk 4368,199,"($636,159)"
1775,CryptoPunk 4368,200,"($639,356)"
1776,CryptoPunk 4368,300,"($970,638)"
1777,CryptoPunk 4368,124.5,"($403,094)"
1778,CryptoPunk 4368,85,"($281,769)"
1779,CryptoPunk 4368,85,"($252,427)"
1780,CryptoPunk 4368,12,"($31,276)"
1781,CryptoPunk 4368,12,"($30,691)"
1782,CryptoPunk 8204,70,"($269,265)"
1783,CryptoPunk 8204,70,"($263,103)"
1784,CryptoPunk 8204,74.99,"($281,859)"
1785,CryptoPunk 8204,139.99,"($617,342)"
1786,CryptoPunk 8204,0.5,($95)
1787,CryptoPunk 8204,0.75,($201)
1788,CryptoPunk 6806,74.99,"($303,634)"
1789,CryptoPunk 6806,79.99,"($309,312)"
1790,CryptoPunk 6806,89.99,"($373,510)"
1791,CryptoPunk 6806,74.99,"($311,074)"
1792,CryptoPunk 6806,74.99,"($311,479)"
1793,CryptoPunk 6806,88,"($377,560)"
1794,CryptoPunk 6806,88,"($378,998)"
1795,CryptoPunk 6806,87,"($370,850)"
1796,CryptoPunk 6806,94.99,"($404,908)"
1797,CryptoPunk 6806,87,"($368,994)"
1798,CryptoPunk 6806,92.99,"($427,004)"
1799,CryptoPunk 6806,89.99,"($417,690)"
1800,CryptoPunk 6806,96,"($418,707)"
1801,CryptoPunk 6806,99.99,"($436,109)"
1802,CryptoPunk 6806,96,"($418,101)"
1803,CryptoPunk 6806,99.99,"($435,478)"
1804,CryptoPunk 6806,109.99,"($475,480)"
1805,CryptoPunk 6806,119.99,"($513,983)"
1806,CryptoPunk 6806,120,"($514,026)"
1807,CryptoPunk 6806,130,"($518,822)"
1808,CryptoPunk 6806,90.99,"($284,309)"
1809,CryptoPunk 6806,299,($1.04M)
1810,CryptoPunk 6806,299,($1.04M)
1811,CryptoPunk 6806,99.5,"($323,490)"
1812,CryptoPunk 6806,90.99,"($297,449)"
1813,CryptoPunk 6806,99.5,"($325,268)"
1814,CryptoPunk 6806,84,"($265,611)"
1815,CryptoPunk 6806,99.95,"($316,045)"
1816,CryptoPunk 6806,84,"($261,400)"
1817,CryptoPunk 6806,93,"($285,595)"
1818,CryptoPunk 6806,81.81,"($251,231)"
1819,CryptoPunk 6806,81.81,"($251,231)"
1820,CryptoPunk 6806,172,"($545,778)"
1821,CryptoPunk 6806,54,"($152,207)"
1822,CryptoPunk 6806,54,"($131,914)"
1823,CryptoPunk 6806,34,"($66,430)"
1824,CryptoPunk 6806,20,"($39,458)"
1825,CryptoPunk 6806,20,"($39,034)"
1826,CryptoPunk 6196,74.99,"($253,575)"
1827,CryptoPunk 6196,84.99,"($345,687)"
1828,CryptoPunk 6196,79.99,"($328,010)"
1829,CryptoPunk 6196,76,"($311,979)"
1830,CryptoPunk 6196,76,"($298,437)"
1831,CryptoPunk 6196,69,"($290,241)"
1832,CryptoPunk 6196,69,"($292,399)"
1833,CryptoPunk 6196,93.25,"($425,473)"
1834,CryptoPunk 6196,100,"($462,731)"
1835,CryptoPunk 6196,102.5,"($470,151)"
1836,CryptoPunk 6196,106,"($443,439)"
1837,CryptoPunk 6196,95,"($407,981)"
1838,CryptoPunk 6196,95,"($395,262)"
1839,CryptoPunk 6196,90,"($417,190)"
1840,CryptoPunk 6196,108.25,"($502,194)"
1841,CryptoPunk 6196,90,"($421,170)"
1842,CryptoPunk 6196,109.99,"($510,497)"
1843,CryptoPunk 6196,138.25,"($635,162)"
1844,CryptoPunk 6196,12.83,"($55,973)"
1845,CryptoPunk 6196,12.83,"($54,919)"
1846,CryptoPunk 6196,128.25,"($541,463)"
1847,CryptoPunk 6196,144.25,"($554,936)"
1848,CryptoPunk 6196,148.25,"($506,564)"
1849,CryptoPunk 6196,162.5,"($580,223)"
1850,CryptoPunk 6196,165,"($591,782)"
1851,CryptoPunk 6196,85.5,"($280,204)"
1852,CryptoPunk 6196,82.69,"($266,847)"
1853,CryptoPunk 6196,18.25,"($50,299)"
1854,CryptoPunk 6196,18.88,"($52,514)"
1855,CryptoPunk 6196,18.25,"($50,762)"
1856,CryptoPunk 6196,17.25,"($47,981)"
1857,CryptoPunk 6196,19.75,"($54,535)"
1858,CryptoPunk 6196,17.25,"($47,632)"
1859,CryptoPunk 6196,20.25,"($55,916)"
1860,CryptoPunk 6196,21,"($54,103)"
1861,CryptoPunk 6196,18,"($50,264)"
1862,CryptoPunk 6196,18,"($50,264)"
1863,CryptoPunk 6196,18.5,"($51,661)"
1864,CryptoPunk 6196,23,"($59,545)"
1865,CryptoPunk 6196,12,"($47,258)"
1866,CryptoPunk 6196,17,"($65,287)"
1867,CryptoPunk 6196,17,"($65,287)"
1868,CryptoPunk 6196,12,"($49,256)"
1869,CryptoPunk 6196,11.5,"($47,203)"
1870,CryptoPunk 6196,17.9,"($76,252)"
1871,CryptoPunk 6196,21.99,"($91,705)"
1872,CryptoPunk 6196,24.5,"($97,791)"
1873,CryptoPunk 6196,37,"($141,440)"
1874,CryptoPunk 6196,49,"($157,332)"
1875,CryptoPunk 6196,4,"($7,664)"
1876,CryptoPunk 6196,4,"($7,664)"
1877,CryptoPunk 6196,28.75,"($47,893)"
1878,CryptoPunk 6196,24.95,"($42,227)"
1879,CryptoPunk 6196,26.55,"($44,935)"
1880,CryptoPunk 6196,27.95,"($48,804)"
1881,CryptoPunk 6196,28.75,"($51,401)"
1882,CryptoPunk 6196,29.88,"($52,809)"
1883,CryptoPunk 6196,32.1,"($59,173)"
1884,CryptoPunk 6196,27.5,"($49,535)"
1885,CryptoPunk 6196,26.1,"($47,013)"
1886,CryptoPunk 6196,27.5,"($49,535)"
1887,CryptoPunk 6196,26.1,"($46,861)"
1888,CryptoPunk 6196,29,"($52,720)"
1889,CryptoPunk 6196,26,"($47,958)"
1890,CryptoPunk 6196,30,"($47,450)"
1891,CryptoPunk 6196,32.99,"($50,511)"
1892,CryptoPunk 6196,39,"($57,211)"
1893,CryptoPunk 6196,7.5,"($12,441)"
1894,CryptoPunk 6196,7.5,"($5,456)"
1895,CryptoPunk 6196,5.5,"($2,033)"
1896,CryptoPunk 6196,0.25,($45)
1897,CryptoPunk 6196,0.25,($45)
1898,CryptoPunk 6196,0.5,($153)
1899,CryptoPunk 5443,75,"($252,298)"
1900,CryptoPunk 5443,64,"($260,554)"
1901,CryptoPunk 5443,68,"($279,139)"
1902,CryptoPunk 5443,64,"($255,954)"
1903,CryptoPunk 5443,68,"($259,510)"
1904,CryptoPunk 5443,67,"($288,880)"
1905,CryptoPunk 5443,67,"($290,638)"
1906,CryptoPunk 5443,75,"($325,341)"
1907,CryptoPunk 5443,78,"($338,355)"
1908,CryptoPunk 5443,106,"($504,015)"
1909,CryptoPunk 5443,106,"($477,126)"
1910,CryptoPunk 5443,103,"($461,749)"
1911,CryptoPunk 5443,103,"($448,860)"
1912,CryptoPunk 5443,104,"($436,536)"
1913,CryptoPunk 5443,105,"($456,752)"
1914,CryptoPunk 5443,109,"($481,348)"
1915,CryptoPunk 5443,110,"($478,582)"
1916,CryptoPunk 5443,113,"($467,571)"
1917,CryptoPunk 5443,115,"($491,722)"
1918,CryptoPunk 5443,124,"($513,546)"
1919,CryptoPunk 5443,98,"($413,449)"
1920,CryptoPunk 5443,98,"($413,449)"
1921,CryptoPunk 5443,110,"($461,315)"
1922,CryptoPunk 5443,150,"($403,147)"
1923,CryptoPunk 5443,15.25,"($27,573)"
1924,CryptoPunk 5443,14,"($28,131)"
1925,CryptoPunk 5443,15.25,"($29,937)"
1926,CryptoPunk 5443,14,"($26,534)"
1927,CryptoPunk 5443,15.75,"($30,064)"
1928,CryptoPunk 5443,16.25,"($31,399)"
1929,CryptoPunk 6405,75,"($253,140)"
1930,CryptoPunk 6405,69,"($231,056)"
1931,CryptoPunk 6405,60,"($188,504)"
1932,CryptoPunk 6405,60,"($195,188)"
1933,CryptoPunk 6405,55,"($173,100)"
1934,CryptoPunk 6405,55,"($173,100)"
1935,CryptoPunk 6405,69,"($170,262)"
1936,CryptoPunk 6405,26,"($54,103)"
1937,CryptoPunk 6405,16,"($33,659)"
1938,CryptoPunk 6405,16,"($33,545)"
1939,CryptoPunk 6405,26,"($45,952)"
1940,CryptoPunk 6405,18,"($30,388)"
1941,CryptoPunk 6405,21,"($35,784)"
1942,CryptoPunk 6405,24.99,"($42,881)"
1943,CryptoPunk 6405,27.5,"($46,079)"
1944,CryptoPunk 6405,29,"($49,083)"
1945,CryptoPunk 6405,18,"($30,518)"
1946,CryptoPunk 6405,15,"($25,431)"
1947,CryptoPunk 6405,29.5,"($52,550)"
1948,CryptoPunk 6405,31.5,"($56,759)"
1949,CryptoPunk 6405,35,"($41,547)"
1950,CryptoPunk 6405,11,"($11,083)"
1951,CryptoPunk 9509,70,"($223,894)"
1952,CryptoPunk 9509,70,"($247,250)"
1953,CryptoPunk 9509,75,"($285,709)"
1954,CryptoPunk 9509,0.3,($65)
1955,CryptoPunk 9509,0.3,($66)
1956,CryptoPunk 9509,0.5,($153)
1957,CryptoPunk 6259,75,"($302,128)"
1958,CryptoPunk 6259,100,"($471,106)"
1959,CryptoPunk 6259,242,"($919,651)"
1960,CryptoPunk 6259,14.99,"($29,770)"
1961,CryptoPunk 6259,14.99,"($27,511)"
1962,CryptoPunk 6259,14.7,"($28,538)"
1963,CryptoPunk 6259,14.84,"($30,066)"
1964,CryptoPunk 6259,14.93,"($32,931)"
1965,CryptoPunk 6259,14.15,"($31,203)"
1966,CryptoPunk 6259,14.15,"($31,610)"
1967,CryptoPunk 6259,14,"($31,275)"
1968,CryptoPunk 6259,14.49,"($32,552)"
1969,CryptoPunk 6259,14,"($32,843)"
1970,CryptoPunk 6259,14.99,"($34,996)"
1971,CryptoPunk 6259,10,"($23,411)"
1972,CryptoPunk 6259,15.75,"($36,619)"
1973,CryptoPunk 6259,16.49,"($44,823)"
1974,CryptoPunk 6259,16.9,"($40,813)"
1975,CryptoPunk 6259,19.87,"($54,349)"
1976,CryptoPunk 6259,15.75,"($43,813)"
1977,CryptoPunk 6259,15.75,"($43,121)"
1978,CryptoPunk 6259,17,"($46,531)"
1979,CryptoPunk 6259,1.1,($422)
1980,CryptoPunk 6259,1.1,($420)
1981,CryptoPunk 5614,75,"($293,119)"
1982,CryptoPunk 5614,99,"($398,156)"
1983,CryptoPunk 5614,72,"($282,490)"
1984,CryptoPunk 5614,76,"($305,173)"
1985,CryptoPunk 5614,79,"($316,739)"
1986,CryptoPunk 5614,99,"($402,377)"
1987,CryptoPunk 5614,69,"($280,444)"
1988,CryptoPunk 5614,69,"($280,444)"
1989,CryptoPunk 5614,0,($41)
1990,CryptoPunk 5614,9.85,"($17,409)"
1991,CryptoPunk 5614,9.85,"($17,937)"
1992,CryptoPunk 5614,5.9,"($10,544)"
1993,CryptoPunk 5614,5.2,"($9,111)"
1994,CryptoPunk 5614,5.2,"($9,434)"
1995,CryptoPunk 5614,5.9,"($7,762)"
1996,CryptoPunk 5614,5.2,"($6,705)"
1997,CryptoPunk 5614,5.2,"($1,840)"
1998,CryptoPunk 5614,3.43,"($1,229)"
1999,CryptoPunk 5614,3.43,"($1,207)"
2000,CryptoPunk 5614,3.1,"($1,091)"
2001,CryptoPunk 5614,2,($679)
2002,CryptoPunk 5614,1.55,($583)
2003,CryptoPunk 5614,1.55,($343)
2004,CryptoPunk 7998,75,"($253,140)"
2005,CryptoPunk 7998,69,"($231,056)"
2006,CryptoPunk 7998,69,"($213,066)"
2007,CryptoPunk 7998,23,"($34,005)"
2008,CryptoPunk 7998,23,"($33,240)"
2009,CryptoPunk 7998,24.99,"($36,640)"
2010,CryptoPunk 7998,17.99,"($26,377)"
2011,CryptoPunk 7998,17.99,"($26,377)"
2012,CryptoPunk 7998,22,"($34,895)"
2013,CryptoPunk 7998,2.5,($873)
2014,CryptoPunk 7998,1.5,($553)
2015,CryptoPunk 7998,1.9,($711)
2016,CryptoPunk 7998,2,($467)
2017,CryptoPunk 7998,1,($227)
2018,CryptoPunk 7998,2,($445)
2019,CryptoPunk 7998,3.5,($702)
2020,CryptoPunk 7998,1.25,($251)
2021,CryptoPunk 7998,1.25,($222)
2022,CryptoPunk 7998,0.4,($218)
2023,CryptoPunk 7998,0.2,($123)
2024,CryptoPunk 6776,75,"($230,954)"
2025,CryptoPunk 6776,65,"($207,188)"
2026,CryptoPunk 6776,65,"($210,085)"
2027,CryptoPunk 6776,60,"($193,924)"
2028,CryptoPunk 6776,60,"($191,593)"
2029,CryptoPunk 6776,66.66,"($222,936)"
2030,CryptoPunk 6776,73.73,"($272,493)"
2031,CryptoPunk 2686,75,"($234,473)"
2032,CryptoPunk 2686,54,"($216,612)"
2033,CryptoPunk 2686,54,"($215,715)"
2034,CryptoPunk 2686,58,"($233,405)"
2035,CryptoPunk 2686,62,"($249,561)"
2036,CryptoPunk 2686,72,"($285,023)"
2037,CryptoPunk 2686,82,"($333,209)"
2038,CryptoPunk 2686,102,"($375,791)"
2039,CryptoPunk 2686,32.99,"($68,857)"
2040,CryptoPunk 2686,31,"($64,704)"
2041,CryptoPunk 2686,31,"($65,894)"
2042,CryptoPunk 2686,32.99,"($136,211)"
2043,CryptoPunk 695,75,"($281,719)"
2044,CryptoPunk 898,75,"($286,805)"
2045,CryptoPunk 898,300,"($919,872)"
2046,CryptoPunk 898,22.22,"($43,172)"
2047,CryptoPunk 898,22.22,"($42,539)"
2048,CryptoPunk 898,29.99,"($57,015)"
2049,CryptoPunk 898,0.5,($65)
2050,CryptoPunk 898,0.5,($66)
2051,CryptoPunk 898,0.05,($13)
2052,CryptoPunk 6712,69,"($259,641)"
2053,CryptoPunk 6712,69,"($259,641)"
2054,CryptoPunk 6712,67.42,"($253,631)"
2055,CryptoPunk 6712,67.42,"($257,818)"
2056,CryptoPunk 6712,75,"($285,829)"
2057,CryptoPunk 6712,88,"($265,381)"
2058,CryptoPunk 6712,88,"($258,264)"
2059,CryptoPunk 6712,125,"($346,686)"
2060,CryptoPunk 6712,200,"($616,942)"
2061,CryptoPunk 6712,13,"($25,024)"
2062,CryptoPunk 6712,20.2,"($39,628)"
2063,CryptoPunk 6712,20.2,"($39,105)"
2064,CryptoPunk 6712,13,"($25,238)"
2065,CryptoPunk 6712,17.95,"($36,450)"
2066,CryptoPunk 6712,15,"($26,258)"
2067,CryptoPunk 6712,11,"($19,397)"
2068,CryptoPunk 6712,14,"($22,291)"
2069,CryptoPunk 6712,11,"($14,637)"
2070,CryptoPunk 6712,9,"($11,970)"
2071,CryptoPunk 6828,75.99,"($327,642)"
2072,CryptoPunk 6828,74.99,"($314,876)"
2073,CryptoPunk 6828,72,"($295,597)"
2074,CryptoPunk 6828,72,"($295,597)"
2075,CryptoPunk 6828,5.69,"($8,727)"
2076,CryptoPunk 6828,5.69,"($8,727)"
2077,CryptoPunk 6828,6,"($2,255)"
2078,CryptoPunk 6828,0.5,($134)
2079,CryptoPunk 5741,76,"($287,552)"
2080,CryptoPunk 5741,8.89K,($28.9M)
2081,CryptoPunk 5741,98,"($318,614)"
2082,CryptoPunk 5741,98,"($327,779)"
2083,CryptoPunk 5741,68.87,"($230,147)"
2084,CryptoPunk 5741,68.87,"($229,572)"
2085,CryptoPunk 5741,56.88,"($189,604)"
2086,CryptoPunk 5741,56.88,"($185,941)"
2087,CryptoPunk 5741,51,"($166,720)"
2088,CryptoPunk 5741,51,"($166,720)"
2089,CryptoPunk 5741,45,"($137,231)"
2090,CryptoPunk 5741,45,"($137,231)"
2091,CryptoPunk 4454,64,"($257,612)"
2092,CryptoPunk 4454,64,"($259,180)"
2093,CryptoPunk 4454,65,"($263,229)"
2094,CryptoPunk 4454,65,"($274,077)"
2095,CryptoPunk 4454,73,"($330,549)"
2096,CryptoPunk 4454,73,"($326,880)"
2097,CryptoPunk 4454,70,"($314,243)"
2098,CryptoPunk 4454,76.69,"($348,426)"
2099,CryptoPunk 4454,83,"($391,031)"
2100,CryptoPunk 4454,0.5,"($2,041)"
2101,CryptoPunk 4454,89,"($363,218)"
2102,CryptoPunk 4454,97,"($399,828)"
2103,CryptoPunk 4454,55,"($178,946)"
2104,CryptoPunk 4454,55,"($177,812)"
2105,CryptoPunk 4454,51,"($168,236)"
2106,CryptoPunk 4454,56,"($172,923)"
2107,CryptoPunk 4454,51,"($155,080)"
2108,CryptoPunk 4454,40,"($118,789)"
2109,CryptoPunk 4454,60,"($177,402)"
2110,CryptoPunk 4454,51,"($150,792)"
2111,CryptoPunk 4454,51,"($151,154)"
2112,CryptoPunk 4454,40,"($115,949)"
2113,CryptoPunk 4454,53,"($155,647)"
2114,CryptoPunk 4454,54,"($151,908)"
2115,CryptoPunk 4454,54.69,"($151,651)"
2116,CryptoPunk 4454,55.69,"($154,424)"
2117,CryptoPunk 4454,53,"($146,965)"
2118,CryptoPunk 4454,53,"($145,533)"
2119,CryptoPunk 4454,35.05,"($95,401)"
2120,CryptoPunk 4454,33.1,"($90,670)"
2121,CryptoPunk 4454,33.1,"($89,818)"
2122,CryptoPunk 4454,28.88,"($77,785)"
2123,CryptoPunk 4454,28.88,"($71,854)"
2124,CryptoPunk 4454,35.05,"($89,270)"
2125,CryptoPunk 4454,16.5,"($32,553)"
2126,CryptoPunk 4454,16.5,"($32,353)"
2127,CryptoPunk 4454,14.5,"($28,300)"
2128,CryptoPunk 4454,4.3,"($8,425)"
2129,CryptoPunk 4454,4.3,"($8,425)"
2130,CryptoPunk 4454,14.5,"($27,739)"
2131,CryptoPunk 9345,76.69,"($263,222)"
2132,CryptoPunk 9345,79.45,"($296,215)"
2133,CryptoPunk 9345,95,"($354,190)"
2134,CryptoPunk 9345,69.45,"($258,932)"
2135,CryptoPunk 9345,69.45,"($256,985)"
2136,CryptoPunk 9345,4,"($14,536)"
2137,CryptoPunk 9345,4,"($14,536)"
2138,CryptoPunk 9345,2.12,"($7,704)"
2139,CryptoPunk 9345,1.1,"($3,997)"
2140,CryptoPunk 9345,1,"($3,634)"
2141,CryptoPunk 9345,1,"($2,532)"
2142,CryptoPunk 9345,1,"($2,812)"
2143,CryptoPunk 9345,14.89,"($43,379)"
2144,CryptoPunk 9345,14.89,"($42,698)"
2145,CryptoPunk 9345,13,"($44,279)"
2146,CryptoPunk 9345,13,"($46,099)"
2147,CryptoPunk 9345,10,"($35,369)"
2148,CryptoPunk 9345,13,"($43,464)"
2149,CryptoPunk 9345,13,"($43,464)"
2150,CryptoPunk 9345,14.5,"($48,479)"
2151,CryptoPunk 9345,16,"($52,733)"
2152,CryptoPunk 9345,19.9,"($75,518)"
2153,CryptoPunk 9345,300,"($103,098)"
2154,CryptoPunk 9345,1.99,($684)
2155,CryptoPunk 9345,1.8,($607)
2156,CryptoPunk 5265,76.76,"($273,766)"
2157,CryptoPunk 5265,88.88,"($330,787)"
2158,CryptoPunk 1857,76.95,"($249,929)"
2159,CryptoPunk 1857,79.95,"($303,988)"
2160,CryptoPunk 1857,75,"($304,798)"
2161,CryptoPunk 1857,75,"($304,798)"
2162,CryptoPunk 1857,81.18,"($332,890)"
2163,CryptoPunk 1857,74.4,"($293,306)"
2164,CryptoPunk 1857,79.9,"($317,984)"
2165,CryptoPunk 1857,82.9,"($338,924)"
2166,CryptoPunk 1857,71,"($321,493)"
2167,CryptoPunk 1857,75,"($339,712)"
2168,CryptoPunk 1857,71,"($321,488)"
2169,CryptoPunk 1857,75,"($339,600)"
2170,CryptoPunk 1857,87.9,"($393,600)"
2171,CryptoPunk 1857,288,"($860,921)"
2172,CryptoPunk 1857,4,"($15,704)"
2173,CryptoPunk 1857,0.5,"($1,956)"
2174,CryptoPunk 1857,0.5,"($1,851)"
2175,CryptoPunk 1857,0.25,($830)
2176,CryptoPunk 1857,0.15,($500)
2177,CryptoPunk 1857,0.15,($500)
2178,CryptoPunk 1857,378,($1.22M)
2179,CryptoPunk 1857,303,"($950,787)"
2180,CryptoPunk 1857,888,($2.81M)
2181,CryptoPunk 1857,35,"($53,426)"
2182,CryptoPunk 1857,35,"($50,026)"
2183,CryptoPunk 1857,2.25,"($3,804)"
2184,CryptoPunk 1857,2.25,"($3,714)"
2185,CryptoPunk 1857,0.3,($330)
2186,CryptoPunk 1857,0.3,($364)
2187,CryptoPunk 1857,0.08,($43)
2188,CryptoPunk 1857,0.08,($61)
2189,CryptoPunk 1857,0.05,($49)
2190,CryptoPunk 1857,0.05,($36)
2191,CryptoPunk 2347,76.95,"($235,390)"
2192,CryptoPunk 2347,81.95,"($311,531)"
2193,CryptoPunk 2347,84.95,"($316,721)"
2194,CryptoPunk 2347,79.95,"($325,733)"
2195,CryptoPunk 2347,77.95,"($319,984)"
2196,CryptoPunk 2347,74.95,"($308,475)"
2197,CryptoPunk 2347,69.95,"($284,366)"
2198,CryptoPunk 2347,52,"($208,955)"
2199,CryptoPunk 2347,52,"($208,955)"
2200,CryptoPunk 2347,80,"($319,197)"
2201,CryptoPunk 2347,101,"($455,928)"
2202,CryptoPunk 2347,66.59,"($207,307)"
2203,CryptoPunk 2347,66.59,"($206,552)"
2204,CryptoPunk 2347,62.99,"($183,320)"
2205,CryptoPunk 2347,68.99,"($190,576)"
2206,CryptoPunk 2347,64.99,"($181,217)"
2207,CryptoPunk 2347,49.99,"($139,391)"
2208,CryptoPunk 2347,47,"($122,842)"
2209,CryptoPunk 2347,49.99,"($134,214)"
2210,CryptoPunk 2347,51.5,"($138,536)"
2211,CryptoPunk 2347,52.98,"($142,494)"
2212,CryptoPunk 2347,45,"($112,132)"
2213,CryptoPunk 2347,45,"($113,085)"
2214,CryptoPunk 2347,30,"($75,806)"
2215,CryptoPunk 2347,30,"($75,525)"
2216,CryptoPunk 2347,50,"($126,581)"
2217,CryptoPunk 2347,18,"($43,396)"
2218,CryptoPunk 2347,18,"($41,633)"
2219,CryptoPunk 2347,16.5,"($37,814)"
2220,CryptoPunk 2347,16.5,"($43,824)"
2221,CryptoPunk 2347,16,"($59,505)"
2222,CryptoPunk 2347,16,"($61,058)"
2223,CryptoPunk 2347,8,"($32,338)"
2224,CryptoPunk 2347,20,"($81,048)"
2225,CryptoPunk 2347,50,"($200,388)"
2226,CryptoPunk 2347,0.42,($128)
2227,CryptoPunk 2347,0.42,($86)
2228,CryptoPunk 1803,77,"($250,068)"
2229,CryptoPunk 1803,94,"($349,243)"
2230,CryptoPunk 1803,140,"($452,319)"
2231,CryptoPunk 1803,16.49,"($42,729)"
2232,CryptoPunk 1803,16.49,"($40,890)"
2233,CryptoPunk 1803,13,"($52,184)"
2234,CryptoPunk 1803,13,"($48,708)"
2235,CryptoPunk 1803,20.98,"($86,115)"
2236,CryptoPunk 1803,26,"($100,851)"
2237,CryptoPunk 1803,19,"($39,273)"
2238,CryptoPunk 1803,12.5,"($25,348)"
2239,CryptoPunk 1803,12.5,"($24,974)"
2240,CryptoPunk 1803,7.5,"($13,766)"
2241,CryptoPunk 1803,7.5,"($13,788)"
2242,CryptoPunk 1803,19,"($35,210)"
2243,CryptoPunk 9091,77,"($314,647)"
2244,CryptoPunk 9091,68,"($277,518)"
2245,CryptoPunk 9091,68,"($277,518)"
2246,CryptoPunk 9091,72,"($292,846)"
2247,CryptoPunk 9091,0,($31)
2248,CryptoPunk 9091,0.01,($13)
2249,CryptoPunk 1794,77.67,"($252,998)"
2250,CryptoPunk 1794,82.95,"($311,008)"
2251,CryptoPunk 1794,85.69,"($322,246)"
2252,CryptoPunk 1794,81.86,"($320,896)"
2253,CryptoPunk 1794,1,"($4,061)"
2254,CryptoPunk 1794,1,"($4,061)"
2255,CryptoPunk 1794,90.89,"($370,602)"
2256,CryptoPunk 1794,85,"($345,727)"
2257,CryptoPunk 1794,75,"($304,508)"
2258,CryptoPunk 1794,75,"($305,167)"
2259,CryptoPunk 1794,82,"($334,085)"
2260,CryptoPunk 1794,68,"($279,648)"
2261,CryptoPunk 1794,64,"($261,700)"
2262,CryptoPunk 1794,62,"($253,277)"
2263,CryptoPunk 1794,75,"($299,206)"
2264,CryptoPunk 1794,67,"($270,443)"
2265,CryptoPunk 1794,67,"($271,056)"
2266,CryptoPunk 1794,70,"($283,193)"
2267,CryptoPunk 1794,78,"($301,160)"
2268,CryptoPunk 1794,80,"($304,248)"
2269,CryptoPunk 1794,70,"($279,523)"
2270,CryptoPunk 1794,73.88,"($299,751)"
2271,CryptoPunk 1794,73.88,"($294,998)"
2272,CryptoPunk 1794,83,"($331,162)"
2273,CryptoPunk 1794,86,"($350,683)"
2274,CryptoPunk 1794,94,"($386,959)"
2275,CryptoPunk 1794,73,"($296,515)"
2276,CryptoPunk 1794,73,"($307,066)"
2277,CryptoPunk 1794,70,"($287,386)"
2278,CryptoPunk 1794,70,"($272,383)"
2279,CryptoPunk 1794,200,"($647,092)"
2280,CryptoPunk 1794,27.5,"($49,572)"
2281,CryptoPunk 1794,27.5,"($52,712)"
2282,CryptoPunk 1794,10,"($19,668)"
2283,CryptoPunk 1794,19,"($37,370)"
2284,CryptoPunk 1794,10,"($19,668)"
2285,CryptoPunk 1794,19,"($37,370)"
2286,CryptoPunk 1794,8,"($15,735)"
2287,CryptoPunk 1794,8,"($15,735)"
2288,CryptoPunk 1794,14,"($27,239)"
2289,CryptoPunk 1794,17,"($32,637)"
2290,CryptoPunk 5131,58,"($235,318)"
2291,CryptoPunk 5131,77.7,"($314,094)"
2292,CryptoPunk 5131,70,"($287,349)"
2293,CryptoPunk 5131,58,"($236,820)"
2294,CryptoPunk 5131,70,"($274,903)"
2295,CryptoPunk 5131,73,"($286,413)"
2296,CryptoPunk 5131,76,"($305,173)"
2297,CryptoPunk 5131,79,"($316,739)"
2298,CryptoPunk 5131,99,"($402,377)"
2299,CryptoPunk 5131,73,"($296,702)"
2300,CryptoPunk 5131,69,"($280,444)"
2301,CryptoPunk 5131,69,"($280,003)"
2302,CryptoPunk 5131,9.85,"($17,409)"
2303,CryptoPunk 5131,9.85,"($18,061)"
2304,CryptoPunk 5131,4,"($1,433)"
2305,CryptoPunk 5131,4,"($1,513)"
2306,CryptoPunk 5131,1.98,($726)
2307,CryptoPunk 5131,1.88,($696)
2308,CryptoPunk 5131,1.75,($659)
2309,CryptoPunk 5131,1.75,($396)
